Profile Name,Start Time,Duration,Attributes,Title,Supplemental Video Type,Device Type,Bookmark,Latest Bookmark,Country
Alexandra,2019-02-18 21:09:13,00:00:24,Autoplayed: user action: None; ,Season 1 Trailer: The Umbrella Academy,TRAILER,Chrome PC (Cadmium),00:00:24,Not latest view,SE (Sweden)
Alexandra,2019-02-18 20:41:57,00:27:12,Autoplayed: user action: Unspecified; ,Grace and Frankie: Season 5: The Alternative (Episode 13),,Chrome PC (Cadmium),00:28:47,00:28:47,SE (Sweden)
Alexandra,2019-02-18 20:12:42,00:29:14,,Grace and Frankie: Season 5: The Wedding (Episode 12),,Chrome PC (Cadmium),00:29:59,00:29:59,SE (Sweden)
Alexandra,2019-02-18 19:43:11,00:29:30,,Grace and Frankie: Season 5: The Video (Episode 11),,Chrome PC (Cadmium),00:30:15,00:30:15,SE (Sweden)
Alexandra,2019-02-18 19:17:57,00:25:12,Autoplayed: user action: None; ,Grace and Frankie: Season 5: The Highs (Episode 10),,Chrome PC (Cadmium),00:25:57,00:25:57,SE (Sweden)
Alexandra,2019-02-18 19:12:03,00:05:54,,Grace and Frankie: Season 5: The Website (Episode 9),,Chrome PC (Cadmium),00:28:00,00:28:00,SE (Sweden)
Alexandra,2019-02-17 17:21:57,00:21:21,Autoplayed: user action: None; ,Grace and Frankie: Season 5: The Website (Episode 9),,Chrome PC (Cadmium),00:22:06,Not latest view,SE (Sweden)
Alexandra,2019-02-17 16:54:47,00:26:43,Autoplayed: user action: Unspecified; ,Grace and Frankie: Season 5: The Ceremony (Episode 8),,Chrome PC (Cadmium),00:27:28,00:27:28,SE (Sweden)
Alexandra,2019-02-17 15:13:26,00:00:36,Autoplayed: user action: None; ,Season 1 Trailer: Dating Around,TRAILER,Chrome PC (Cadmium),00:00:36,Not latest view,SE (Sweden)
Alexandra,2019-02-17 14:47:17,00:26:05,,Grace and Frankie: Season 5: The Tremor (Episode 7),,Chrome PC (Cadmium),00:26:50,00:26:50,SE (Sweden)
Alexandra,2019-02-17 14:12:17,00:30:55,,Grace and Frankie: Season 5: The Retreat (Episode 6),,Chrome PC (Cadmium),00:31:40,00:31:40,SE (Sweden)
Alexandra,2019-02-17 14:09:21,00:02:52,,Grace and Frankie: Season 5: The Pharmacy (Episode 5),,Chrome PC (Cadmium),00:27:10,00:27:10,SE (Sweden)
Alexandra,2019-02-17 13:21:19,00:17:22,Autoplayed: user action: Unspecified; ,Grace and Frankie: Season 5: The Pharmacy (Episode 5),,Chrome PC (Cadmium),00:24:18,Not latest view,SE (Sweden)
Alexandra,2019-02-17 13:18:37,00:00:21,Autoplayed: user action: None; ,Season 1 Trailer: Dating Around,TRAILER,Chrome PC (Cadmium),00:00:21,Not latest view,SE (Sweden)
Alexandra,2019-02-17 13:16:00,00:00:23,Autoplayed: user action: None; ,Guardians of the Galaxy Vol. 2_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:24,00:00:24,SE (Sweden)
Alexandra,2019-02-16 23:28:50,00:00:56,Autoplayed: user action: None; ,Ready Player One_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:58,00:00:58,SE (Sweden)
Alexandra,2019-02-16 23:28:31,00:00:07,Autoplayed: user action: None; ,The Breaker Upperers (Trailer),TRAILER,Chrome PC (Cadmium),00:00:07,Not latest view,SE (Sweden)
Alexandra,2019-02-16 23:28:20,00:00:07,Autoplayed: user action: None; ,High Flying Bird (Trailer),TRAILER,Chrome PC (Cadmium),00:00:07,Not latest view,SE (Sweden)
Alexandra,2019-02-16 21:07:58,02:13:28,Autoplayed: user action: Unspecified; ,Ready Player One,,Chrome PC (Cadmium),02:09:21,02:09:21,SE (Sweden)
Alexandra,2019-02-16 21:07:34,00:00:12,Autoplayed: user action: None; ,High Flying Bird (Trailer),TRAILER,Chrome PC (Cadmium),00:00:12,Not latest view,SE (Sweden)
Alexandra,2019-02-16 21:07:14,00:00:05,Autoplayed: user action: None; ,The Breaker Upperers (Trailer),TRAILER,Chrome PC (Cadmium),00:00:05,Not latest view,SE (Sweden)
Alexandra,2019-02-16 21:03:32,00:00:06,Autoplayed: user action: None; ,The Ballad of Buster Scruggs (Trailer),TRAILER,Chrome PC (Cadmium),00:00:07,00:00:07,SE (Sweden)
Alexandra,2019-02-16 21:03:22,00:00:07,Autoplayed: user action: None; ,Kevin Hart's Guide to Black History (Trailer),TRAILER,Chrome PC (Cadmium),00:00:07,Not latest view,SE (Sweden)
Alexandra,2019-02-16 21:03:07,00:00:08,Autoplayed: user action: None; ,The Breaker Upperers (Trailer),TRAILER,Chrome PC (Cadmium),00:00:08,Not latest view,SE (Sweden)
Alexandra,2019-02-16 21:02:53,00:00:10,Autoplayed: user action: None; ,Season 1 Trailer: The Umbrella Academy,TRAILER,Chrome PC (Cadmium),00:00:10,Not latest view,SE (Sweden)
Alexandra,2019-02-15 23:16:52,00:00:47,Autoplayed: user action: Unspecified; ,Close,,Chrome PC (Cadmium),01:33:26,01:33:26,SE (Sweden)
Alexandra,2019-02-15 21:40:32,01:35:17,Autoplayed: user action: Unspecified; ,Close,,Chrome PC (Cadmium),01:34:40,Not latest view,SE (Sweden)
Alexandra,2019-02-15 21:40:22,00:00:06,Autoplayed: user action: None; ,Close (Trailer),TRAILER,Chrome PC (Cadmium),00:00:06,00:00:06,SE (Sweden)
Alexandra,2019-02-15 19:12:46,02:15:44,Autoplayed: user action: Unspecified; ,Guardians of the Galaxy Vol. 2,,Chrome PC (Cadmium),02:16:38,02:16:38,SE (Sweden)
Alexandra,2019-02-15 19:12:35,00:00:09,Autoplayed: user action: None; ,Guardians of the Galaxy Vol. 2_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:09,Not latest view,SE (Sweden)
Alexandra,2019-02-15 19:12:14,00:00:11,Autoplayed: user action: None; ,How It Ends (Trailer),TRAILER,Chrome PC (Cadmium),00:00:12,Not latest view,SE (Sweden)
Alexandra,2019-02-15 19:11:25,00:00:08,Autoplayed: user action: None; ,Close (Trailer),TRAILER,Chrome PC (Cadmium),00:00:08,Not latest view,SE (Sweden)
Alexandra,2019-02-15 19:10:44,00:00:08,Autoplayed: user action: None; ,Ready Player One_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:08,Not latest view,SE (Sweden)
Alexandra,2019-02-15 19:09:06,00:00:07,Autoplayed: user action: None; ,Bright (Trailer),TRAILER,Chrome PC (Cadmium),00:00:08,Not latest view,SE (Sweden)
Alexandra,2019-02-15 19:08:29,00:00:14,Autoplayed: user action: None; ,Guardians of the Galaxy Vol. 2_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:14,Not latest view,SE (Sweden)
Alexandra,2019-02-15 19:07:57,00:00:04,Autoplayed: user action: None; ,Power Rangers_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:04,Not latest view,SE (Sweden)
Alexandra,2019-02-15 19:07:45,00:00:07,Autoplayed: user action: None; ,Close (Trailer),TRAILER,Chrome PC (Cadmium),00:00:07,Not latest view,SE (Sweden)
Alexandra,2019-02-15 19:07:15,00:00:18,Autoplayed: user action: None; ,High Flying Bird (Trailer),TRAILER,Chrome PC (Cadmium),00:00:18,Not latest view,SE (Sweden)
Alexandra,2019-02-15 16:39:04,00:06:11,,Grace and Frankie: Season 5: The Pharmacy (Episode 5),,Chrome PC (Cadmium),00:06:56,Not latest view,SE (Sweden)
Alexandra,2019-02-15 16:11:48,00:27:14,Autoplayed: user action: Unspecified; ,Grace and Frankie: Season 5: The Crosswalk (Episode 4),,Chrome PC (Cadmium),00:28:55,00:28:55,SE (Sweden)
Alexandra,2019-02-15 16:11:37,00:00:05,Autoplayed: user action: None; ,The Breaker Upperers (Trailer),TRAILER,Chrome PC (Cadmium),00:00:05,Not latest view,SE (Sweden)
Alexandra,2019-02-13 19:46:36,00:00:43,Autoplayed: user action: None; ,Bird Box - Clip,BONUS_VIDEO,Chrome PC (Cadmium),00:01:11,00:01:11,SE (Sweden)
Alexandra,2019-02-13 19:46:06,00:00:27,Autoplayed: user action: None; ,Bird Box - Clip,BONUS_VIDEO,Chrome PC (Cadmium),00:00:27,Not latest view,SE (Sweden)
Alexandra,2019-02-13 19:45:39,00:00:14,Autoplayed: user action: None; ,Shot Caller_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:14,Not latest view,SE (Sweden)
Alexandra,2019-02-13 19:45:12,00:00:43,Autoplayed: user action: None; ,Rampage_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:44,00:00:44,SE (Sweden)
Alexandra,2019-02-13 19:45:11,00:00:05,Autoplayed: user action: None; ,Rampage_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:05,Not latest view,SE (Sweden)
Alexandra,2019-02-12 23:20:39,00:00:52,Autoplayed: user action: Unspecified; ,Grace and Frankie: Season 5: The Crosswalk (Episode 4),,Chrome PC (Cadmium),00:01:41,Not latest view,SE (Sweden)
Alexandra,2019-02-12 21:56:38,00:00:04,Autoplayed: user action: None; ,Grace and Frankie: Season 5: The Crosswalk (Episode 4),,Chrome PC (Cadmium),00:00:49,Not latest view,SE (Sweden)
Alexandra,2019-02-12 21:07:44,00:26:52,Autoplayed: user action: None; ,Grace and Frankie: Season 5: The Aide (Episode 3),,Chrome PC (Cadmium),00:27:37,00:27:37,SE (Sweden)
Alexandra,2019-02-12 20:40:46,00:26:57,Autoplayed: user action: Unspecified; ,Grace and Frankie: Season 5: The Squat (Episode 2),,Chrome PC (Cadmium),00:27:42,00:27:42,SE (Sweden)
Alexandra,2019-02-11 19:28:47,00:27:21,,Grace and Frankie: Season 5: The House (Episode 1),,Chrome PC (Cadmium),00:27:27,00:27:27,SE (Sweden)
Alexandra,2019-02-11 19:00:44,00:28:02,,Grace and Frankie: Season 4: The Home (Episode 13),,Chrome PC (Cadmium),00:29:03,00:29:03,SE (Sweden)
Alexandra,2019-02-11 18:34:25,00:25:56,,Grace and Frankie: Season 4: The Rats (Episode 12),,Chrome PC (Cadmium),00:26:41,00:26:41,SE (Sweden)
Alexandra,2019-02-11 18:05:53,00:28:30,Autoplayed: user action: None; ,Grace and Frankie: Season 4: The Tub (Episode 11),,Chrome PC (Cadmium),00:29:15,00:29:15,SE (Sweden)
Alexandra,2019-02-11 17:36:04,00:28:40,Autoplayed: user action: Unspecified; ,Grace and Frankie: Season 4: The Death Stick (Episode 10),,Chrome PC (Cadmium),00:29:25,00:29:25,SE (Sweden)
Alexandra,2019-02-10 22:20:11,00:00:30,Autoplayed: user action: None; ,High Flying Bird (Trailer),TRAILER,Chrome PC (Cadmium),00:00:30,Not latest view,SE (Sweden)
Alexandra,2019-02-10 21:53:13,00:26:55,,Grace and Frankie: Season 4: The Knee (Episode 9),,Chrome PC (Cadmium),00:27:41,00:27:41,SE (Sweden)
Alexandra,2019-02-10 21:27:02,00:25:46,Autoplayed: user action: Unspecified; ,Grace and Frankie: Season 4: The Lockdown (Episode 8),,Chrome PC (Cadmium),00:26:24,00:26:24,SE (Sweden)
Alexandra,2019-02-10 19:37:11,01:48:56,Autoplayed: user action: Unspecified; ,Velvet Buzzsaw,,Chrome PC (Cadmium),01:48:56,01:48:56,SE (Sweden)
Alexandra,2019-02-10 19:37:01,00:00:08,Autoplayed: user action: None; ,Velvet Buzzsaw (Trailer 2),TRAILER,Chrome PC (Cadmium),00:00:08,00:00:08,SE (Sweden)
Alexandra,2019-02-10 19:36:48,00:00:05,Autoplayed: user action: None; ,High Flying Bird (Trailer),TRAILER,Chrome PC (Cadmium),00:00:05,Not latest view,SE (Sweden)
Alexandra,2019-02-10 19:34:09,00:02:36,Autoplayed: user action: Unspecified; ,Modern Family: Season 1: Pilot (Episode 1),,Chrome PC (Cadmium),00:02:38,00:02:38,SE (Sweden)
Alexandra,2019-02-10 19:33:46,00:00:07,Autoplayed: user action: None; ,High Flying Bird (Trailer),TRAILER,Chrome PC (Cadmium),00:00:07,Not latest view,SE (Sweden)
Alexandra,2019-02-10 19:32:13,00:00:57,Autoplayed: user action: Unspecified; ,Morning Glory,,Chrome PC (Cadmium),00:01:01,00:01:01,SE (Sweden)
Alexandra,2019-02-10 19:32:02,00:00:09,Autoplayed: user action: None; ,Morning Glory_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:11,00:00:11,SE (Sweden)
Alexandra,2019-02-10 19:31:50,00:00:04,Autoplayed: user action: Unspecified; ,Morning Glory,,Chrome PC (Cadmium),00:00:04,Not latest view,SE (Sweden)
Alexandra,2019-02-10 19:31:32,00:00:07,Autoplayed: user action: None; ,Morning Glory_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:07,Not latest view,SE (Sweden)
Alexandra,2019-02-10 19:24:40,00:05:37,Autoplayed: user action: Unspecified; ,Friends: Season 3: The One with the Princess Leia Fantasy (Episode 1),,Chrome PC (Cadmium),00:06:18,Not latest view,SE (Sweden)
Alexandra,2019-02-10 19:24:14,00:00:11,Autoplayed: user action: Unspecified; ,Friends: Season 2: The One with Barry and Mindy's Wedding (Episode 24),,Chrome PC (Cadmium),00:22:40,00:22:40,SE (Sweden)
Alexandra,2019-02-09 12:37:26,00:00:02,Autoplayed: user action: Unspecified; ,Modern Family: Season 1: Pilot (Episode 1),,Chrome PC (Cadmium),00:00:02,Not latest view,SE (Sweden)
Alexandra,2019-02-09 12:37:01,00:00:04,Autoplayed: user action: None; ,Baby Mama_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:04,00:00:04,SE (Sweden)
Alexandra,2019-02-09 12:35:10,00:00:15,Autoplayed: user action: None; ,Gabriel Fluffy Iglesias: One Show Fits All (Trailer),TRAILER,Chrome PC (Cadmium),00:00:15,00:00:15,SE (Sweden)
Alexandra,2019-02-08 22:18:58,00:48:29,Autoplayed: user action: Unspecified; ,Birdman or (The Unexpected Virtue of Ignorance),,Chrome PC (Cadmium),00:48:29,00:48:29,SE (Sweden)
Alexandra,2019-02-08 22:18:13,00:00:18,Autoplayed: user action: None; ,Mr. Right_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:18,00:00:18,SE (Sweden)
Alexandra,2019-02-08 22:17:07,00:00:07,Autoplayed: user action: None; ,Sex Tape_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:07,00:00:07,SE (Sweden)
Alexandra,2019-02-08 22:16:34,00:00:10,Autoplayed: user action: None; ,ReMastered: The Two Killings of Sam Cooke (Trailer),TRAILER,Chrome PC (Cadmium),00:00:10,00:00:10,SE (Sweden)
Alexandra,2019-02-08 22:16:11,00:00:13,Autoplayed: user action: None; ,Close (Trailer),TRAILER,Chrome PC (Cadmium),00:00:13,Not latest view,SE (Sweden)
Alexandra,2019-02-08 19:37:47,02:32:17,Autoplayed: user action: Unspecified; ,Zero Dark Thirty,,Chrome PC (Cadmium),02:32:17,02:32:17,SE (Sweden)
Alexandra,2019-02-08 19:37:28,00:00:09,Autoplayed: user action: None; ,Polar (Trailer),TRAILER,Chrome PC (Cadmium),00:00:09,Not latest view,SE (Sweden)
Alexandra,2019-02-08 19:37:13,00:00:04,Autoplayed: user action: None; ,Mountain_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:04,Not latest view,SE (Sweden)
Alexandra,2019-02-08 19:30:32,00:01:57,Autoplayed: user action: None; ,Close (Trailer),TRAILER,Chrome PC (Cadmium),00:00:00,Not latest view,SE (Sweden)
Alexandra,2019-02-08 17:06:11,01:56:46,Autoplayed: user action: Unspecified; ,Baywatch,,Chrome PC (Cadmium),01:56:47,01:56:47,SE (Sweden)
Alexandra,2019-02-08 17:05:58,00:00:02,Autoplayed: user action: Unspecified; ,Close,,Chrome PC (Cadmium),00:00:02,Not latest view,SE (Sweden)
Alexandra,2019-02-08 17:05:07,00:00:08,Autoplayed: user action: None; ,Velvet Buzzsaw (Trailer),TRAILER,Chrome PC (Cadmium),00:00:08,00:00:08,SE (Sweden)
Alexandra,2019-02-08 17:05:00,00:00:05,Autoplayed: user action: None; ,High Flying Bird (Trailer),TRAILER,Chrome PC (Cadmium),00:00:05,Not latest view,SE (Sweden)
Alexandra,2019-02-07 18:30:32,00:02:26,Autoplayed: user action: None; ,Velvet Buzzsaw (Trailer),TRAILER,Chrome PC (Cadmium),00:02:26,Not latest view,SE (Sweden)
Alexandra,2019-02-07 18:02:00,00:27:40,Autoplayed: user action: None; ,Grace and Frankie: Season 4: The Landline (Episode 7),,Chrome PC (Cadmium),00:29:03,00:29:03,SE (Sweden)
Alexandra,2019-02-07 18:01:24,00:00:35,Autoplayed: user action: Unspecified; ,Grace and Frankie: Season 4: The Hinge (Episode 6),,Chrome PC (Cadmium),00:31:30,00:31:30,SE (Sweden)
Alexandra,2019-02-06 17:53:22,00:30:10,Autoplayed: user action: Unspecified; ,Grace and Frankie: Season 4: The Hinge (Episode 6),,Chrome PC (Cadmium),00:30:55,Not latest view,SE (Sweden)
Alexandra,2019-02-06 17:53:14,00:00:05,Autoplayed: user action: None; ,Grace and Frankie (Trailer),TRAILER,Chrome PC (Cadmium),00:00:06,00:00:06,SE (Sweden)
Alexandra,2019-02-05 23:51:36,00:00:18,Autoplayed: user action: None; ,Season 1 Trailer: Russian Doll,TRAILER,Chrome PC (Cadmium),00:00:18,Not latest view,SE (Sweden)
Alexandra,2019-02-05 23:22:18,00:29:15,,Grace and Frankie: Season 4: The Pop-Ups (Episode 5),,Chrome PC (Cadmium),00:30:01,00:30:01,SE (Sweden)
Alexandra,2019-02-05 22:53:51,00:28:26,,Grace and Frankie: Season 4: The Expiration Date (Episode 4),,Chrome PC (Cadmium),00:29:11,00:29:11,SE (Sweden)
Alexandra,2019-02-05 22:25:12,00:28:37,,Grace and Frankie: Season 4: The Tappys (Episode 3),,Chrome PC (Cadmium),00:29:22,00:29:22,SE (Sweden)
Alexandra,2019-02-05 22:01:35,00:23:36,Autoplayed: user action: Unspecified; ,Grace and Frankie: Season 4: The Scavengender Hunt (Episode 2),,Chrome PC (Cadmium),00:28:57,00:28:57,SE (Sweden)
Alexandra,2019-02-05 22:01:25,00:00:04,Autoplayed: user action: None; ,Season 1 Trailer: Russian Doll,TRAILER,Chrome PC (Cadmium),00:00:04,Not latest view,SE (Sweden)
Alexandra,2019-02-04 20:58:36,00:00:10,Autoplayed: user action: None; ,The Evolution of Us: Season 1: Where Are We Going? (Episode 2),,Chrome PC (Cadmium),00:00:10,00:00:10,SE (Sweden)
Alexandra,2019-02-04 20:10:22,00:48:01,Autoplayed: user action: Unspecified; ,The Evolution of Us: Season 1: How Did We Get Here? (Episode 1),,Chrome PC (Cadmium),00:48:01,00:48:01,SE (Sweden)
Alexandra,2019-02-04 20:01:46,00:07:59,Autoplayed: user action: Unspecified; ,Dream Big: Engineering Our World,,Chrome PC (Cadmium),00:07:59,00:07:59,SE (Sweden)
Alexandra,2019-02-04 19:53:37,00:06:34,Autoplayed: user action: Unspecified; ,Tony Robbins: I Am Not Your Guru,,Chrome PC (Cadmium),00:06:34,00:06:34,SE (Sweden)
Alexandra,2019-02-04 19:53:25,00:00:09,Autoplayed: user action: None; ,Tony Robbins: I Am Not Your Guru (Trailer),TRAILER,Chrome PC (Cadmium),00:00:11,00:00:11,SE (Sweden)
Alexandra,2019-02-04 19:52:48,00:00:02,Autoplayed: user action: Unspecified; ,TAU,,Chrome PC (Cadmium),00:00:02,00:00:02,SE (Sweden)
Alexandra,2019-02-04 19:52:11,00:00:11,Autoplayed: user action: None; ,iBOY (Trailer),TRAILER,Chrome PC (Cadmium),00:00:21,00:00:21,SE (Sweden)
Alexandra,2019-02-04 19:52:00,00:00:09,Autoplayed: user action: None; ,iBOY (Trailer),TRAILER,Chrome PC (Cadmium),00:00:10,Not latest view,SE (Sweden)
Alexandra,2019-02-04 19:50:16,00:00:27,Autoplayed: user action: None; ,Gaga: Five Foot Two (Trailer),TRAILER,Chrome PC (Cadmium),00:00:27,Not latest view,SE (Sweden)
Alexandra,2019-02-04 19:49:41,00:00:04,Autoplayed: user action: None; ,Lionheart (Trailer),TRAILER,Chrome PC (Cadmium),00:00:05,00:00:05,SE (Sweden)
Alexandra,2019-02-04 19:49:33,00:00:05,Autoplayed: user action: None; ,The Princess Switch - K&F - SNOW BALL FIGHT - Hook Clip,PROMOTIONAL,Chrome PC (Cadmium),00:00:05,00:00:05,SE (Sweden)
Alexandra,2019-02-04 19:49:22,00:00:09,Autoplayed: user action: None; ,End Game (Trailer),TRAILER,Chrome PC (Cadmium),00:00:10,Not latest view,SE (Sweden)
Alexandra,2019-02-04 19:49:12,00:00:07,Autoplayed: user action: None; ,The Week Of (Trailer),TRAILER,Chrome PC (Cadmium),00:00:08,Not latest view,SE (Sweden)
Alexandra,2019-02-04 19:48:42,00:00:13,Autoplayed: user action: None; ,Ibiza (Trailer),TRAILER,Chrome PC (Cadmium),00:00:14,00:00:14,SE (Sweden)
Alexandra,2019-02-04 19:48:23,00:00:07,Autoplayed: user action: None; ,I Am not an Easy Man (Trailer),TRAILER,Chrome PC (Cadmium),00:00:10,Not latest view,SE (Sweden)
Alexandra,2019-02-04 19:47:38,00:00:08,Autoplayed: user action: None; ,Close (Trailer),TRAILER,Chrome PC (Cadmium),00:00:08,Not latest view,SE (Sweden)
Alexandra,2019-02-04 19:47:08,00:00:06,Autoplayed: user action: None; ,Velvet Buzzsaw (Trailer),TRAILER,Chrome PC (Cadmium),00:00:06,Not latest view,SE (Sweden)
Alexandra,2019-02-04 19:26:35,00:04:33,Autoplayed: user action: Unspecified; ,Grace and Frankie: Season 4: The Scavengender Hunt (Episode 2),,Chrome PC (Cadmium),00:05:21,Not latest view,SE (Sweden)
Alexandra,2019-02-04 19:25:09,00:00:59,,Ready Player One_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:01:00,Not latest view,SE (Sweden)
Alexandra,2019-02-03 20:34:21,00:00:19,Autoplayed: user action: None; ,Russian Doll: Season 1_shortpreview_noStacks,PREVIEW,Chrome PC (Cadmium),00:00:19,00:00:19,SE (Sweden)
Alexandra,2019-02-03 20:33:28,00:00:50,,Ready Player One_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:50,Not latest view,SE (Sweden)
Alexandra,2019-02-02 22:13:47,00:02:02,Autoplayed: user action: None; ,Get Me Roger Stone (Trailer),TRAILER,Chrome PC (Cadmium),00:00:00,00:00:00,SE (Sweden)
Alexandra,2019-02-02 20:43:44,01:29:57,Autoplayed: user action: Unspecified; ,The Magic Pill,,Chrome PC (Cadmium),01:29:58,01:29:58,SE (Sweden)
Alexandra,2019-02-02 20:42:03,00:00:18,Autoplayed: user action: None; ,The Magic Pill_Manualhook_03_16x9,HOOK,Chrome PC (Cadmium),00:00:26,00:00:26,SE (Sweden)
Alexandra,2019-02-02 20:41:53,00:00:08,Autoplayed: user action: None; ,The Magic Pill_Manualhook_03_16x9,HOOK,Chrome PC (Cadmium),00:00:08,Not latest view,SE (Sweden)
Alexandra,2019-02-02 20:41:21,00:00:19,Autoplayed: user action: None; ,Gaga: Five Foot Two (Trailer),TRAILER,Chrome PC (Cadmium),00:00:20,Not latest view,SE (Sweden)
Alexandra,2019-02-02 20:40:59,00:00:12,Autoplayed: user action: None; ,Minimalism: A Documentary About the Important Things_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:12,Not latest view,SE (Sweden)
Alexandra,2019-02-02 20:39:51,00:00:56,Autoplayed: user action: None; ,Velvet Buzzsaw (Trailer),TRAILER,Chrome PC (Cadmium),00:00:56,Not latest view,SE (Sweden)
Alexandra,2019-02-02 20:37:54,00:00:09,Autoplayed: user action: None; ,Rotten: Season 1 (Trailer),TRAILER,Chrome PC (Cadmium),00:00:10,00:00:10,SE (Sweden)
Alexandra,2019-02-02 20:37:20,00:00:17,Autoplayed: user action: None; ,Amazing Interiors (Trailer),TRAILER,Chrome PC (Cadmium),00:00:18,00:00:18,SE (Sweden)
Alexandra,2019-02-02 20:36:57,00:00:14,Autoplayed: user action: None; ,Suits: Season 1_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:14,Not latest view,SE (Sweden)
Alexandra,2019-02-02 20:36:25,00:00:10,Autoplayed: user action: None; ,Get Me Roger Stone (Trailer),TRAILER,Chrome PC (Cadmium),00:00:10,Not latest view,SE (Sweden)
Alexandra,2019-02-01 20:48:36,00:23:40,Autoplayed: user action: Unspecified; ,Heroin(e),,Chrome PC (Cadmium),00:23:40,00:23:40,SE (Sweden)
Alexandra,2019-02-01 20:48:24,00:00:09,Autoplayed: user action: None; ,Heroin(e) (Trailer),TRAILER,Chrome PC (Cadmium),00:00:10,00:00:10,SE (Sweden)
Alexandra,2019-02-01 20:47:50,00:00:32,Autoplayed: user action: None; ,Cam (Trailer),TRAILER,Chrome PC (Cadmium),00:00:33,00:00:33,SE (Sweden)
Alexandra,2019-02-01 20:46:41,00:00:06,Autoplayed: user action: None; ,The Ballad of Buster Scruggs (Trailer) - Differences,TRAILER,Chrome PC (Cadmium),00:00:06,00:00:06,SE (Sweden)
Alexandra,2019-02-01 20:46:29,00:00:05,Autoplayed: user action: None; ,Ready Player One_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:05,Not latest view,SE (Sweden)
Alexandra,2019-02-01 20:45:45,00:00:04,Autoplayed: user action: None; ,Pirates of the Caribbean: Dead Men Tell No Tales_hook_primary_16x9,HOOK,Chrome PC (Cadmium),00:00:04,00:00:04,SE (Sweden)
Alexandra,2019-02-01 20:45:07,00:00:04,Autoplayed: user action: None; ,Mauvaises herbes (Trailer),TRAILER,Chrome PC (Cadmium),00:00:05,00:00:05,SE (Sweden)
Alexandra,2019-02-01 20:44:38,00:00:08,Autoplayed: user action: None; ,I Am not an Easy Man (Trailer),TRAILER,Chrome PC (Cadmium),00:00:09,Not latest view,SE (Sweden)
Alexandra,2019-02-01 20:44:25,00:00:10,Autoplayed: user action: None; ,Ibiza (Trailer),TRAILER,Chrome PC (Cadmium),00:00:11,Not latest view,SE (Sweden)
Alexandra,2019-02-01 20:40:43,00:00:03,,Grace and Frankie: Season 4: The Scavengender Hunt (Episode 2),,Chrome PC (Cadmium),00:00:48,Not latest view,SE (Sweden)
Alexandra,2019-02-01 20:13:49,00:26:53,,Grace and Frankie: Season 4: The Lodger (Episode 1),,Chrome PC (Cadmium),00:27:38,00:27:38,SE (Sweden)
Alexandra,2019-02-01 19:43:46,00:30:01,,Grace and Frankie: Season 3: The Sign (Episode 13),,Chrome PC (Cadmium),00:30:46,00:30:46,SE (Sweden)
Alexandra,2019-02-01 19:18:22,00:25:23,,Grace and Frankie: Season 3: The Musical (Episode 12),,Chrome PC (Cadmium),00:26:08,00:26:08,SE (Sweden)
Alexandra,2019-02-01 18:53:33,00:24:47,,Grace and Frankie: Season 3: The Other Vibrator (Episode 11),,Chrome PC (Cadmium),00:25:32,00:25:32,SE (Sweden)
Alexandra,2019-02-01 18:26:48,00:26:10,Autoplayed: user action: Unspecified; ,Grace and Frankie: Season 3: The Labels (Episode 10),,Chrome PC (Cadmium),00:26:56,00:26:56,SE (Sweden)
Alexandra,2019-01-30 16:25:01,00:01:43,Autoplayed: user action: None; ,Conversations with a Killer: The Ted Bundy Tapes: Season 1 (Trailer),TRAILER,Chrome PC (Cadmium),00:00:00,00:00:00,SE (Sweden)
Alexandra,2019-01-30 15:59:41,00:25:16,,Grace and Frankie: Season 3: The Apology (Episode 9),,Chrome PC (Cadmium),00:26:01,00:26:01,SE (Sweden)
Alexandra,2019-01-30 15:28:31,00:31:09,,Grace and Frankie: Season 3: The Alert (Episode 8),,Chrome PC (Cadmium),00:31:54,00:31:54,SE (Sweden)
Alexandra,2019-01-30 15:03:06,00:25:24,,Grace and Frankie: Season 3: The Floor (Episode 7),,Chrome PC (Cadmium),00:26:09,00:26:09,SE (Sweden)
